DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.03.30 00:08:29 639,TFT_SIDE5.46,0,RETRY,-0.6964,-0.7592,-0.9005,-0.5394,0.5419,0.03586,True,889.40122620348,676.596226465627,.\Image\Alignment\2017\03\30\00.08.29 639\Head1.jpg,True,831.996545229219,626.999093839081,.\Image\Alignment\2017\03\30\00.08.29 639\Head2.jpg,True,868.793471631474,633.136608394529,.\Image\Alignment\2017\03\30\00.08.29 639\Head3.jpg,True,846.214598045625,573.004067473659,.\Image\Alignment\2017\03\30\00.08.29 639\Head4.jpg
2017.03.30 00:08:31 520,TFT_SIDE5.46,0,RETRY,-0.0688,0.1992,0.1991,-0.0673,0.0406,-0.01013,True,640.508150110278,476.170249977652,.\Image\Alignment\2017\03\30\00.08.31 520\Head1.jpg,True,567.617908471585,488.310145297787,.\Image\Alignment\2017\03\30\00.08.31 520\Head2.jpg,True,567.633825184321,498.707425177519,.\Image\Alignment\2017\03\30\00.08.31 520\Head3.jpg,True,639.990292449723,505.519013164934,.\Image\Alignment\2017\03\30\00.08.31 520\Head4.jpg
2017.03.30 00:08:33 347,TFT_SIDE5.46,0,RETRY,-0.0029,0.0028,-0.0005,-0.001,0.0015,-0.00075,True,639.454930158662,479.310392228381,.\Image\Alignment\2017\03\30\00.08.33 347\Head1.jpg,True,637.22505045222,482.292085543766,.\Image\Alignment\2017\03\30\00.08.33 347\Head2.jpg,True,638.09915751942,483.390301119455,.\Image\Alignment\2017\03\30\00.08.33 347\Head3.jpg,True,638.953264757577,481.478719369984,.\Image\Alignment\2017\03\30\00.08.33 347\Head4.jpg
2017.03.30 00:08:35 175,TFT_SIDE5.46,0,RETRY,0.0008,-0.0004,0.0013,0.0004,0.0003,0.00013,True,640.013370390813,480.254109274405,.\Image\Alignment\2017\03\30\00.08.35 175\Head1.jpg,True,639.587975974228,482.689907435226,.\Image\Alignment\2017\03\30\00.08.35 175\Head2.jpg,True,639.123121196884,482.965893773249,.\Image\Alignment\2017\03\30\00.08.35 175\Head3.jpg,True,640.120948133588,479.882173910141,.\Image\Alignment\2017\03\30\00.08.35 175\Head4.jpg
2017.03.30 00:08:36 905,TFT_SIDE5.46,0,OK,-0.0004,0.0037,0.0021,0,0,0,True,640.112928643781,480.167915093131,.\Image\Alignment\2017\03\30\00.08.36 905\Head1.jpg,True,639.005291333421,482.522209799366,.\Image\Alignment\2017\03\30\00.08.36 905\Head2.jpg,True,639.4532954306,483.044378059961,.\Image\Alignment\2017\03\30\00.08.36 905\Head3.jpg,True,639.9876457868,480.068906392576,.\Image\Alignment\2017\03\30\00.08.36 905\Head4.jpg
2017.03.30 00:08:55 419,TFT_SIDE5.46,90,RETRY,-0.8086,-0.6463,-0.7842,-0.6498,0.0821,0.01396,True,876.22563363612,525.146649448047,.\Image\Alignment\2017\03\30\00.08.55 419\Head1.jpg,True,820.129501622155,513.827604387173,.\Image\Alignment\2017\03\30\00.08.55 419\Head2.jpg,True,856.519954977979,506.887196150667,.\Image\Alignment\2017\03\30\00.08.55 419\Head3.jpg,True,833.108146599693,486.759098199922,.\Image\Alignment\2017\03\30\00.08.55 419\Head4.jpg
2017.03.30 00:08:57 260,TFT_SIDE5.46,90,RETRY,-0.0021,0.049,0.0454,-0.0015,0.0379,-0.00021,True,640.278779359438,489.759388238811,.\Image\Alignment\2017\03\30\00.08.57 260\Head1.jpg,True,626.900830268666,493.248597249186,.\Image\Alignment\2017\03\30\00.08.57 260\Head2.jpg,True,627.806071260515,493.280198126067,.\Image\Alignment\2017\03\30\00.08.57 260\Head3.jpg,True,640.046916366937,490.302703689086,.\Image\Alignment\2017\03\30\00.08.57 260\Head4.jpg
2017.03.30 00:08:59 088,TFT_SIDE5.46,90,OK,0.0004,-0.0015,-0.0002,-0.0006,0,0,True,639.89972019198,479.650866378928,.\Image\Alignment\2017\03\30\00.08.59 088\Head1.jpg,True,640.409260791906,482.893001348484,.\Image\Alignment\2017\03\30\00.08.59 088\Head2.jpg,True,640.057147507493,483.057488293123,.\Image\Alignment\2017\03\30\00.08.59 088\Head3.jpg,True,640.150141748639,479.715464118561,.\Image\Alignment\2017\03\30\00.08.59 088\Head4.jpg
2017.03.30 00:13:28 957,TFT_SIDE5.46,0,RETRY,-0.6349,-0.6801,-0.8206,-0.4746,0.6061,0.04435,True,887.958699000129,706.064175787213,.\Image\Alignment\2017\03\30\00.13.28 957\Head1.jpg,True,830.155505109491,651.280916903659,.\Image\Alignment\2017\03\30\00.13.28 957\Head2.jpg,True,866.726962894229,646.918980764631,.\Image\Alignment\2017\03\30\00.13.28 957\Head3.jpg,True,843.849800984665,577.753298322107,.\Image\Alignment\2017\03\30\00.13.28 957\Head4.jpg
2017.03.30 00:13:30 879,TFT_SIDE5.46,0,RETRY,-0.0714,0.1833,0.1814,-0.0725,0.0427,-0.01052,True,640.510367502868,476.18101907892,.\Image\Alignment\2017\03\30\00.13.30 879\Head1.jpg,True,571.915052410537,488.757224977558,.\Image\Alignment\2017\03\30\00.13.30 879\Head2.jpg,True,572.410397205934,499.130515017922,.\Image\Alignment\2017\03\30\00.13.30 879\Head3.jpg,True,640.692431192667,506.652309469208,.\Image\Alignment\2017\03\30\00.13.30 879\Head4.jpg
2017.03.30 00:13:32 692,TFT_SIDE5.46,0,RETRY,-0.0027,-0.0038,-0.0022,-0.0017,0.0019,-0.00042,True,639.988599638843,479.88938716955,.\Image\Alignment\2017\03\30\00.13.32 692\Head1.jpg,True,638.911164463738,483.05058762644,.\Image\Alignment\2017\03\30\00.13.32 692\Head2.jpg,True,638.447134293871,484.200416416659,.\Image\Alignment\2017\03\30\00.13.32 692\Head3.jpg,True,639.693935136738,481.109276264458,.\Image\Alignment\2017\03\30\00.13.32 692\Head4.jpg
2017.03.30 00:13:34 530,TFT_SIDE5.46,0,RETRY,0.0011,0.0024,0.0007,0.0008,-0.0011,0.0001,True,639.901877006155,479.854851662919,.\Image\Alignment\2017\03\30\00.13.34 530\Head1.jpg,True,638.308075072072,482.455276143627,.\Image\Alignment\2017\03\30\00.13.34 530\Head2.jpg,True,638.737089548913,483.033733416877,.\Image\Alignment\2017\03\30\00.13.34 530\Head3.jpg,True,639.958538672727,479.553996931005,.\Image\Alignment\2017\03\30\00.13.34 530\Head4.jpg
2017.03.30 00:13:36 303,TFT_SIDE5.46,0,OK,0,0.0027,0.0048,-0.0007,0,0,True,640.010560345914,480.043767025944,.\Image\Alignment\2017\03\30\00.13.36 303\Head1.jpg,True,639.2916395168,482.757192165374,.\Image\Alignment\2017\03\30\00.13.36 303\Head2.jpg,True,638.728724394615,483.177019565788,.\Image\Alignment\2017\03\30\00.13.36 303\Head3.jpg,True,640.19653106287,479.892574388563,.\Image\Alignment\2017\03\30\00.13.36 303\Head4.jpg
