DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.03.11 00:02:56 266,TFT_SIDE5.46,0,RETRY,-0.4488,-0.5295,-0.667,-0.5231,0.6583,0.03912,True,829.012735829961,712.396707593626,.\Image\Alignment\2017\03\11\00.02.56 266\Head1.jpg,True,830.602985708029,674.013301721121,.\Image\Alignment\2017\03\11\00.02.56 266\Head2.jpg,True,866.336267359492,647.532202146735,.\Image\Alignment\2017\03\11\00.02.56 266\Head3.jpg,True,847.460923544029,599.224367334812,.\Image\Alignment\2017\03\11\00.02.56 266\Head4.jpg
2017.03.11 00:02:58 146,TFT_SIDE5.46,0,RETRY,-0.0168,0.0638,0.0627,-0.0151,-0.0038,-0.00253,True,640.030005165281,475.333559861508,.\Image\Alignment\2017\03\11\00.02.58 146\Head1.jpg,True,621.398039813208,482.335441722066,.\Image\Alignment\2017\03\11\00.02.58 146\Head2.jpg,True,621.686891895011,483.172397384737,.\Image\Alignment\2017\03\11\00.02.58 146\Head3.jpg,True,639.562462330639,482.671245224213,.\Image\Alignment\2017\03\11\00.02.58 146\Head4.jpg
2017.03.11 00:02:59 998,TFT_SIDE5.46,0,RETRY,-0.0006,-0.0063,-0.0037,-0.0008,0.0015,-0.00015,True,639.893653696023,480.191589080365,.\Image\Alignment\2017\03\11\00.02.59 998\Head1.jpg,True,643.930174896145,485.034509182536,.\Image\Alignment\2017\03\11\00.02.59 998\Head2.jpg,True,643.240220494299,483.805006148775,.\Image\Alignment\2017\03\11\00.02.59 998\Head3.jpg,True,639.960920769145,480.611722638157,.\Image\Alignment\2017\03\11\00.02.59 998\Head4.jpg
2017.03.11 00:03:01 727,TFT_SIDE5.46,0,OK,-0.0007,-0.007,-0.0093,-0.0016,0,0,True,640.19255365084,480.069040649242,.\Image\Alignment\2017\03\11\00.03.01 727\Head1.jpg,True,641.868102428292,484.699992034812,.\Image\Alignment\2017\03\11\00.03.01 727\Head2.jpg,True,642.482969147881,483.237290903233,.\Image\Alignment\2017\03\11\00.03.01 727\Head3.jpg,True,640.431643387971,480.040262523842,.\Image\Alignment\2017\03\11\00.03.01 727\Head4.jpg
2017.03.11 00:03:20 303,TFT_SIDE5.46,90,RETRY,-0.6316,-0.7225,-0.8556,-0.7061,0.1027,0.02621,True,846.76577520871,551.224305128959,.\Image\Alignment\2017\03\11\00.03.20 303\Head1.jpg,True,850.98249019096,528.435134919196,.\Image\Alignment\2017\03\11\00.03.20 303\Head2.jpg,True,886.059936212081,511.885855816229,.\Image\Alignment\2017\03\11\00.03.20 303\Head3.jpg,True,865.857975843971,478.442443942472,.\Image\Alignment\2017\03\11\00.03.20 303\Head4.jpg
2017.03.11 00:03:22 169,TFT_SIDE5.46,90,RETRY,-0.0105,0.0806,0.0789,-0.0063,0.0613,-0.00133,True,640.894935271305,494.144559097188,.\Image\Alignment\2017\03\11\00.03.22 169\Head1.jpg,True,620.027904905327,500.308183702132,.\Image\Alignment\2017\03\11\00.03.22 169\Head2.jpg,True,620.419075720349,498.927745553423,.\Image\Alignment\2017\03\11\00.03.22 169\Head3.jpg,True,639.678592911702,497.818988319079,.\Image\Alignment\2017\03\11\00.03.22 169\Head4.jpg
2017.03.11 00:03:24 076,TFT_SIDE5.46,90,RETRY,0.0016,-0.0037,-0.0024,-0.0002,-0.0021,0.00025,True,639.935615168004,479.863633056174,.\Image\Alignment\2017\03\11\00.03.24 076\Head1.jpg,True,643.840655733874,484.469130294632,.\Image\Alignment\2017\03\11\00.03.24 076\Head2.jpg,True,643.472676572061,481.861794014806,.\Image\Alignment\2017\03\11\00.03.24 076\Head3.jpg,True,640.407756408054,479.173131111072,.\Image\Alignment\2017\03\11\00.03.24 076\Head4.jpg
2017.03.11 00:03:25 765,TFT_SIDE5.46,90,OK,-0.001,-0.008,-0.0093,0.001,0,0,True,640.27031431859,480.237008302034,.\Image\Alignment\2017\03\11\00.03.25 765\Head1.jpg,True,642.132652963826,484.79531269313,.\Image\Alignment\2017\03\11\00.03.25 765\Head2.jpg,True,642.485572393156,482.412376518241,.\Image\Alignment\2017\03\11\00.03.25 765\Head3.jpg,True,639.732608109717,479.987148299091,.\Image\Alignment\2017\03\11\00.03.25 765\Head4.jpg
2017.03.11 00:06:50 893,TFT_SIDE5.46,0,RETRY,-0.4446,-0.6684,-0.8079,-0.5205,0.5604,0.03879,True,827.282752496147,685.776903740605,.\Image\Alignment\2017\03\11\00.06.50 893\Head1.jpg,True,829.115979263932,649.401264180061,.\Image\Alignment\2017\03\11\00.06.50 893\Head2.jpg,True,865.421263282059,643.904753801566,.\Image\Alignment\2017\03\11\00.06.50 893\Head3.jpg,True,846.314332184327,573.680394299627,.\Image\Alignment\2017\03\11\00.06.50 893\Head4.jpg
2017.03.11 00:06:52 731,TFT_SIDE5.46,0,RETRY,-0.0135,0.2132,0.2137,-0.011,0.0909,-0.002,True,640.090205383466,501.344329000078,.\Image\Alignment\2017\03\11\00.06.52 731\Head1.jpg,True,583.3826932473,508.768441587428,.\Image\Alignment\2017\03\11\00.06.52 731\Head2.jpg,True,583.168536306568,508.555357560827,.\Image\Alignment\2017\03\11\00.06.52 731\Head3.jpg,True,639.276535681465,507.06369190827,.\Image\Alignment\2017\03\11\00.06.52 731\Head4.jpg
2017.03.11 00:06:54 612,TFT_SIDE5.46,0,RETRY,0.0046,-0.0034,-0.0027,0.0039,0.0007,0.00053,True,639.713363881483,480.954086577256,.\Image\Alignment\2017\03\11\00.06.54 612\Head1.jpg,True,644.044978197905,484.885977323634,.\Image\Alignment\2017\03\11\00.06.54 612\Head2.jpg,True,643.830292778183,483.181213373307,.\Image\Alignment\2017\03\11\00.06.54 612\Head3.jpg,True,639.905068666676,479.413451314692,.\Image\Alignment\2017\03\11\00.06.54 612\Head4.jpg
2017.03.11 00:06:56 287,TFT_SIDE5.46,0,OK,-0.0009,-0.0059,-0.0072,0.0002,0,0,True,640.252574479259,479.958921636171,.\Image\Alignment\2017\03\11\00.06.56 287\Head1.jpg,True,641.564763562868,484.388154162589,.\Image\Alignment\2017\03\11\00.06.56 287\Head2.jpg,True,641.914813502229,482.992385463502,.\Image\Alignment\2017\03\11\00.06.56 287\Head3.jpg,True,639.947432301471,479.80939430626,.\Image\Alignment\2017\03\11\00.06.56 287\Head4.jpg
