DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.03.21 00:04:21 374,TFT_SIDE5.46,0,RETRY,-0.8595,-0.9014,-1.0406,-0.7016,0.5575,0.02365,True,911.423019186174,663.018470624766,.\Image\Alignment\2017\03\21\00.04.21 374\Head1.jpg,True,852.085134048325,614.791895315659,.\Image\Alignment\2017\03\21\00.04.21 374\Head2.jpg,True,888.361332689809,630.654928036541,.\Image\Alignment\2017\03\21\00.04.21 374\Head3.jpg,True,867.786758071492,594.954330889747,.\Image\Alignment\2017\03\21\00.04.21 374\Head4.jpg
2017.03.21 00:04:23 239,TFT_SIDE5.46,0,RETRY,-0.0323,0.2288,0.225,-0.0249,-0.002,-0.00491,True,639.95817644355,472.377813263194,.\Image\Alignment\2017\03\21\00.04.23 239\Head1.jpg,True,570.543109835132,480.238568294642,.\Image\Alignment\2017\03\21\00.04.23 239\Head2.jpg,True,571.616063972331,484.736488063221,.\Image\Alignment\2017\03\21\00.04.23 239\Head3.jpg,True,637.962582913119,486.609646385322,.\Image\Alignment\2017\03\21\00.04.23 239\Head4.jpg
2017.03.21 00:04:25 065,TFT_SIDE5.46,0,OK,-0.003,-0.0039,-0.0036,-0.0044,0,0,True,640.809893328075,480.484589534773,.\Image\Alignment\2017\03\21\00.04.25 065\Head1.jpg,True,641.043277311752,483.251409832997,.\Image\Alignment\2017\03\21\00.04.25 065\Head2.jpg,True,640.9663155611,483.574464060446,.\Image\Alignment\2017\03\21\00.04.25 065\Head3.jpg,True,641.170906961611,480.479272192369,.\Image\Alignment\2017\03\21\00.04.25 065\Head4.jpg
2017.03.21 00:04:40 951,TFT_SIDE5.46,90,RETRY,-0.7634,-0.5808,-0.7184,-0.5941,-0.0656,0.01139,True,860.418154044768,481.427858848216,.\Image\Alignment\2017\03\21\00.04.40 951\Head1.jpg,True,801.752114813384,480.700060598772,.\Image\Alignment\2017\03\21\00.04.40 951\Head2.jpg,True,838.189219567262,474.575398999911,.\Image\Alignment\2017\03\21\00.04.40 951\Head3.jpg,True,814.745492012321,450.328964273431,.\Image\Alignment\2017\03\21\00.04.40 951\Head4.jpg
2017.03.21 00:04:42 656,TFT_SIDE5.46,90,RETRY,-0.0232,0.0267,0.027,-0.0239,0.0681,-0.00424,True,640.053383196601,491.110638671819,.\Image\Alignment\2017\03\21\00.04.42 656\Head1.jpg,True,630.465712133714,498.935475592043,.\Image\Alignment\2017\03\21\00.04.42 656\Head2.jpg,True,630.314503152054,501.145796859816,.\Image\Alignment\2017\03\21\00.04.42 656\Head3.jpg,True,640.12305877452,502.964045511219,.\Image\Alignment\2017\03\21\00.04.42 656\Head4.jpg
2017.03.21 00:04:44 494,TFT_SIDE5.46,90,RETRY,0.0001,-0.0131,-0.0138,-0.0001,-0.009,0.00019,True,640.258995260597,477.913171494866,.\Image\Alignment\2017\03\21\00.04.44 494\Head1.jpg,True,643.760025135415,480.822663333764,.\Image\Alignment\2017\03\21\00.04.44 494\Head2.jpg,True,643.941313323888,480.572330990243,.\Image\Alignment\2017\03\21\00.04.44 494\Head3.jpg,True,640.312783847492,477.392299627553,.\Image\Alignment\2017\03\21\00.04.44 494\Head4.jpg
2017.03.21 00:04:46 211,TFT_SIDE5.46,90,OK,0.0008,-0.0003,0.0008,-0.0005,0,0,True,639.773612838088,480.235272934223,.\Image\Alignment\2017\03\21\00.04.46 211\Head1.jpg,True,640.071556256077,483.258675240282,.\Image\Alignment\2017\03\21\00.04.46 211\Head2.jpg,True,639.791981191932,483.002262385375,.\Image\Alignment\2017\03\21\00.04.46 211\Head3.jpg,True,640.126445706076,480.07207387706,.\Image\Alignment\2017\03\21\00.04.46 211\Head4.jpg
2017.03.21 00:12:47 029,TFT_SIDE5.46,0,RETRY,-0.7831,-0.5153,-0.6555,-0.6208,0.5557,0.03501,True,911.061349522652,679.044710885065,.\Image\Alignment\2017\03\21\00.12.47 029\Head1.jpg,True,851.646936409537,655.569964490593,.\Image\Alignment\2017\03\21\00.12.47 029\Head2.jpg,True,888.213238608628,615.59060706201,.\Image\Alignment\2017\03\21\00.12.47 029\Head3.jpg,True,866.350334839819,578.013822277607,.\Image\Alignment\2017\03\21\00.12.47 029\Head4.jpg
2017.03.21 00:12:48 896,TFT_SIDE5.46,0,RETRY,0.0008,-0.0516,-0.0533,0.0038,0.0077,-5E-05,True,639.710408634119,481.984253828321,.\Image\Alignment\2017\03\21\00.12.48 896\Head1.jpg,True,652.603966465643,484.81639873493,.\Image\Alignment\2017\03\21\00.12.48 896\Head2.jpg,True,653.016902185604,485.472592619543,.\Image\Alignment\2017\03\21\00.12.48 896\Head3.jpg,True,638.90739392247,482.106038286683,.\Image\Alignment\2017\03\21\00.12.48 896\Head4.jpg
