DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.04.14 14:17:46 125,I5057,0,RETRY,0,0,0,0,0.1206,-0.01691,True,666.865921017369,432.896108885592,.\Image\Alignment\True\2017\04\14\14.17.46 125\Head1.jpg,True,664.070006280359,437.758491436117,.\Image\Alignment\True\2017\04\14\14.17.46 125\Head2.jpg,True,666.29665189976,453.016995749617,.\Image\Alignment\True\2017\04\14\14.17.46 125\Head3.jpg,True,667.930362871859,467.66847090971,.\Image\Alignment\True\2017\04\14\14.17.46 125\Head4.jpg
2017.04.14 14:17:47 846,I5057,0,RETRY,0,0,0,0,-0.0037,0.00251,True,680.592955198993,485.014354975575,.\Image\Alignment\True\2017\04\14\14.17.47 846\Head1.jpg,True,678.189791347654,479.720409613742,.\Image\Alignment\True\2017\04\14\14.17.47 846\Head2.jpg,True,680.345352420863,479.353296522975,.\Image\Alignment\True\2017\04\14\14.17.47 846\Head3.jpg,True,682.560428217347,479.880784020503,.\Image\Alignment\True\2017\04\14\14.17.47 846\Head4.jpg
2017.04.14 14:17:49 571,I5057,0,RETRY,0,0,0,0,-0.0008,0.00018,True,679.006040802825,481.724746707874,.\Image\Alignment\True\2017\04\14\14.17.49 571\Head1.jpg,True,676.680615664928,478.033674157122,.\Image\Alignment\True\2017\04\14\14.17.49 571\Head2.jpg,True,677.953931906617,479.664167616993,.\Image\Alignment\True\2017\04\14\14.17.49 571\Head3.jpg,True,680.103776324598,481.383009750833,.\Image\Alignment\True\2017\04\14\14.17.49 571\Head4.jpg
2017.04.14 14:17:51 337,I5057,0,RETRY,0,0,0,0,-0.0023,-0.00065,True,679.064899268275,481.379703317764,.\Image\Alignment\True\2017\04\14\14.17.51 337\Head1.jpg,True,676.687494804017,477.782392287055,.\Image\Alignment\True\2017\04\14\14.17.51 337\Head2.jpg,True,678.766952415025,480.525847710022,.\Image\Alignment\True\2017\04\14\14.17.51 337\Head3.jpg,True,680.330282323931,482.723702142189,.\Image\Alignment\True\2017\04\14\14.17.51 337\Head4.jpg
2017.04.14 14:17:53 144,I5057,0,RETRY,0,0,0,0,0.0009,0.0003,True,679.497452905015,481.456472585531,.\Image\Alignment\True\2017\04\14\14.17.53 144\Head1.jpg,True,676.993185779633,477.441753041348,.\Image\Alignment\True\2017\04\14\14.17.53 144\Head2.jpg,True,678.93566675512,479.298503666304,.\Image\Alignment\True\2017\04\14\14.17.53 144\Head3.jpg,True,680.917340724719,480.868296135365,.\Image\Alignment\True\2017\04\14\14.17.53 144\Head4.jpg
2017.04.14 14:17:54 829,I5057,0,RETRY,-0.1466,-0.1378,-0.1445,-0.1523,0.0001,6E-05,True,679.102523822266,481.428435021239,.\Image\Alignment\True\2017\04\14\14.17.54 829\Head1.jpg,True,676.74607275375,477.633525948271,.\Image\Alignment\True\2017\04\14\14.17.54 829\Head2.jpg,True,678.530997819971,479.550434201448,.\Image\Alignment\True\2017\04\14\14.17.54 829\Head3.jpg,True,680.623138073858,481.32679336342,.\Image\Alignment\True\2017\04\14\14.17.54 829\Head4.jpg
2017.04.14 14:17:56 581,I5057,0,RETRY,0,0,0,0,0,0.00018,True,640.528199969764,481.660591555434,.\Image\Alignment\True\2017\04\14\14.17.56 581\Head1.jpg,True,640.346597685516,477.672816302769,.\Image\Alignment\True\2017\04\14\14.17.56 581\Head2.jpg,True,639.914376820885,479.404761144682,.\Image\Alignment\True\2017\04\14\14.17.56 581\Head3.jpg,True,639.863562223492,481.281004670879,.\Image\Alignment\True\2017\04\14\14.17.56 581\Head4.jpg
2017.04.14 14:17:58 334,I5057,0,RETRY,0,0,0,0,0.002,-0.00013,True,640.237618268992,480.782679126533,.\Image\Alignment\True\2017\04\14\14.17.58 334\Head1.jpg,True,640.017690262939,476.998989259588,.\Image\Alignment\True\2017\04\14\14.17.58 334\Head2.jpg,True,639.892589366175,479.090541370492,.\Image\Alignment\True\2017\04\14\14.17.58 334\Head3.jpg,True,639.518660853059,481.044905003434,.\Image\Alignment\True\2017\04\14\14.17.58 334\Head4.jpg
2017.04.14 14:17:59 992,I5057,0,NG,,,,,,,True,639.883425621808,481.811774129891,.\Image\Alignment\True\2017\04\14\14.17.59 992\Head1.jpg,True,639.767595246275,477.764457029477,.\Image\Alignment\True\2017\04\14\14.17.59 992\Head2.jpg,True,639.796348922254,479.47248531746,.\Image\Alignment\True\2017\04\14\14.17.59 992\Head3.jpg,True,639.628480406646,481.273330774819,.\Image\Alignment\True\2017\04\14\14.17.59 992\Head4.jpg
2017.04.14 14:18:04 041,I5057,0,RETRY,0,0,0,0,0.0008,0.00031,True,639.503366716962,481.582017831403,.\Image\Alignment\True\2017\04\14\14.18.04 041\Head1.jpg,True,639.290466486492,477.529590048062,.\Image\Alignment\True\2017\04\14\14.18.04 041\Head2.jpg,True,639.250554392724,479.105910989478,.\Image\Alignment\True\2017\04\14\14.18.04 041\Head3.jpg,True,639.14450992185,480.949447106542,.\Image\Alignment\True\2017\04\14\14.18.04 041\Head4.jpg
2017.04.14 14:18:05 753,I5057,0,OK,0.0021,0.0029,0.0038,0.0039,-0.0001,-8E-05,True,639.434977877203,481.456569059714,.\Image\Alignment\True\2017\04\14\14.18.05 753\Head1.jpg,True,639.220143024735,477.569642653006,.\Image\Alignment\True\2017\04\14\14.18.05 753\Head2.jpg,True,638.978671505399,479.505153064709,.\Image\Alignment\True\2017\04\14\14.18.05 753\Head3.jpg,True,638.947239058006,481.61333594573,.\Image\Alignment\True\2017\04\14\14.18.05 753\Head4.jpg
2017.04.14 14:18:20 067,I5057,90,RETRY,0,0,0,0,0.3658,-0.01383,True,513.621268992087,372.656956570011,.\Image\Alignment\True\2017\04\14\14.18.20 067\Head1.jpg,True,570.636057346075,382.882563155284,.\Image\Alignment\True\2017\04\14\14.18.20 067\Head2.jpg,True,549.719009705409,378.912558050945,.\Image\Alignment\True\2017\04\14\14.18.20 067\Head3.jpg,True,559.153103556493,395.384644855238,.\Image\Alignment\True\2017\04\14\14.18.20 067\Head4.jpg
2017.04.14 14:18:21 847,I5057,90,RETRY,0,0,0,0,-0.0121,-0.00995,True,528.708019418557,476.662667729827,.\Image\Alignment\True\2017\04\14\14.18.21 847\Head1.jpg,True,585.54234935587,478.668347053264,.\Image\Alignment\True\2017\04\14\14.18.21 847\Head2.jpg,True,563.968959494561,484.869965134934,.\Image\Alignment\True\2017\04\14\14.18.21 847\Head3.jpg,True,573.810854496101,492.741211095579,.\Image\Alignment\True\2017\04\14\14.18.21 847\Head4.jpg
2017.04.14 14:18:23 585,I5057,90,RETRY,0,0,0,0,0.0009,-0.00014,True,538.939789501948,481.107751982077,.\Image\Alignment\True\2017\04\14\14.18.23 585\Head1.jpg,True,595.763314211252,477.706932621359,.\Image\Alignment\True\2017\04\14\14.18.23 585\Head2.jpg,True,574.131184378593,478.942066110011,.\Image\Alignment\True\2017\04\14\14.18.23 585\Head3.jpg,True,584.205941963225,481.304752401038,.\Image\Alignment\True\2017\04\14\14.18.23 585\Head4.jpg
2017.04.14 14:18:25 201,I5057,90,RETRY,0.3791,0.1659,0.2458,0.2089,0.0004,4E-05,True,538.911931308873,481.389446718534,.\Image\Alignment\True\2017\04\14\14.18.25 201\Head1.jpg,True,595.764247912924,477.934597772666,.\Image\Alignment\True\2017\04\14\14.18.25 201\Head2.jpg,True,574.463499992843,478.927355187309,.\Image\Alignment\True\2017\04\14\14.18.25 201\Head3.jpg,True,584.289109795476,481.292730087061,.\Image\Alignment\True\2017\04\14\14.18.25 201\Head4.jpg
2017.04.14 14:18:27 063,I5057,90,RETRY,0,0,0,0,0.0002,0.00012,True,639.903892110744,481.465088784846,.\Image\Alignment\True\2017\04\14\14.18.27 063\Head1.jpg,True,639.877560680527,477.857485500128,.\Image\Alignment\True\2017\04\14\14.18.27 063\Head2.jpg,True,640.10007969206,479.235327281985,.\Image\Alignment\True\2017\04\14\14.18.27 063\Head3.jpg,True,639.685027172166,481.272834153936,.\Image\Alignment\True\2017\04\14\14.18.27 063\Head4.jpg
2017.04.14 14:18:28 787,I5057,90,RETRY,0,0,0,0,0.0001,-0.00013,True,639.910462073449,481.243663413819,.\Image\Alignment\True\2017\04\14\14.18.28 787\Head1.jpg,True,639.727672978247,477.954654629436,.\Image\Alignment\True\2017\04\14\14.18.28 787\Head2.jpg,True,639.908006758766,479.260037345296,.\Image\Alignment\True\2017\04\14\14.18.28 787\Head3.jpg,True,639.487442913849,481.445969700288,.\Image\Alignment\True\2017\04\14\14.18.28 787\Head4.jpg
2017.04.14 14:18:30 431,I5057,90,OK,-0.0007,0.0001,-0.0001,0.0012,0.0002,9E-05,True,640.186066458797,481.40676714988,.\Image\Alignment\True\2017\04\14\14.18.30 431\Head1.jpg,True,639.982494171896,477.994766022364,.\Image\Alignment\True\2017\04\14\14.18.30 431\Head2.jpg,True,640.014466451452,479.169864348052,.\Image\Alignment\True\2017\04\14\14.18.30 431\Head3.jpg,True,639.683233331754,481.263578925604,.\Image\Alignment\True\2017\04\14\14.18.30 431\Head4.jpg
