DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.11.29 02:39:12 590,2,0,RETRY,0.0076,,,-0.4699,-0.0069,0.00448,True,645.998657277677,484.644106010065,.\Image\Alignment\2016\11\29\02.39.12 590\Head1.jpg,,,,,,,,,True,773.083764300956,472.235059798425,.\Image\Alignment\2016\11\29\02.39.12 590\Head4.jpg
2016.11.29 02:39:14 326,2,0,OK,-0.0011,,,0.0001,0.0003,-4E-05,True,640.228406995981,480.017304900151,.\Image\Alignment\2016\11\29\02.39.14 326\Head1.jpg,,,,,,,,,True,639.908112913486,480.128690581728,.\Image\Alignment\2016\11\29\02.39.14 326\Head4.jpg
2016.11.29 03:22:22 944,2,0,RETRY,0.0977,,,0.0995,0.0841,-0.00299,True,608.589645301703,498.129087020456,.\Image\Alignment\2016\11\29\03.22.22 944\Head1.jpg,,,,,,,,,True,608.062148379724,506.566998897652,.\Image\Alignment\2016\11\29\03.22.22 944\Head4.jpg
2016.11.29 03:22:24 524,2,0,OK,-0.0015,,,-0.0012,0.0011,8E-05,True,640.525608851394,480.390106610359,.\Image\Alignment\2016\11\29\03.22.24 524\Head1.jpg,,,,,,,,,True,640.463425222263,480.170790488367,.\Image\Alignment\2016\11\29\03.22.24 524\Head4.jpg
2016.11.29 03:22:47 471,2,90,RETRY,-0.361,-0.151,-0.0343,-0.8452,1.2678,0.00094,True,738.013192828647,819.958380864857,.\Image\Alignment\2016\11\29\03.22.47 471\Head1.jpg,True,674.714771988255,817.872393144821,.\Image\Alignment\2016\11\29\03.22.47 471\Head2.jpg,True,642.375404393685,820.709067890106,.\Image\Alignment\2016\11\29\03.22.47 471\Head3.jpg,True,864.835680657816,816.880508669165,.\Image\Alignment\2016\11\29\03.22.47 471\Head4.jpg
2016.11.29 03:22:49 353,2,90,RETRY,0,0.0026,0.0055,0.0007,0.0134,-0.00023,True,639.675012978156,483.190792370244,.\Image\Alignment\2016\11\29\03.22.49 353\Head1.jpg,True,632.990871268388,481.950657817397,.\Image\Alignment\2016\11\29\03.22.49 353\Head2.jpg,True,632.214458193871,485.145058564245,.\Image\Alignment\2016\11\29\03.22.49 353\Head3.jpg,True,639.459933202544,483.824523102014,.\Image\Alignment\2016\11\29\03.22.49 353\Head4.jpg
2016.11.29 03:22:51 080,2,90,RETRY,-0.0006,0.0235,0.0209,-0.001,0,0,True,640.151563414083,479.940460548722,.\Image\Alignment\2016\11\29\03.22.51 080\Head1.jpg,True,633.723044885478,478.438751095554,.\Image\Alignment\2016\11\29\03.22.51 080\Head2.jpg,True,634.439475102658,481.190194938281,.\Image\Alignment\2016\11\29\03.22.51 080\Head3.jpg,True,640.264765336759,479.681914601216,.\Image\Alignment\2016\11\29\03.22.51 080\Head4.jpg
2016.11.29 03:22:52 436,2,90,OK,-0.0003,-0.0008,-0.0001,0.0003,0,0,True,640.069349634146,480.014265738604,.\Image\Alignment\2016\11\29\03.22.52 436\Head1.jpg,True,640.206637324648,478.383167058506,.\Image\Alignment\2016\11\29\03.22.52 436\Head2.jpg,True,640.025942742699,481.25163223875,.\Image\Alignment\2016\11\29\03.22.52 436\Head3.jpg,True,639.913893164576,479.701205270705,.\Image\Alignment\2016\11\29\03.22.52 436\Head4.jpg
2016.11.29 03:47:45 053,2,0,RETRY,0.1096,,,0.1041,0.053,-0.00085,True,609.217107492756,492.934514268177,.\Image\Alignment\2016\11\29\03.47.45 053\Head1.jpg,,,,,,,,,True,610.714883012825,495.211351940739,.\Image\Alignment\2016\11\29\03.47.45 053\Head4.jpg
2016.11.29 03:47:46 647,2,0,OK,-0.0025,,,0.0006,0.0026,-0.00015,True,640.411045968683,480.476351145516,.\Image\Alignment\2016\11\29\03.47.46 647\Head1.jpg,,,,,,,,,True,639.565684630404,480.89832728174,.\Image\Alignment\2016\11\29\03.47.46 647\Head4.jpg
