DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.01.13 00:04:54 158,TFT_SIDE5.46,0,RETRY,-0.0736,-0.0881,-0.0941,-0.093,0.2401,0.04912,True,746.426070642135,615.271805831223,.\Image\Alignment\2017\01\13\00.04.54 158\Head1.jpg,True,749.646577083325,568.375205295881,.\Image\Alignment\2017\01\13\00.04.54 158\Head2.jpg,True,750.985668697877,521.616282062135,.\Image\Alignment\2017\01\13\00.04.54 158\Head3.jpg,True,751.242911291898,473.09292152974,.\Image\Alignment\2017\01\13\00.04.54 158\Head4.jpg
2017.01.13 00:04:55 986,TFT_SIDE5.46,0,RETRY,0.0005,-0.0077,-0.0066,-0.0009,0.0021,-0.00013,True,639.640213099107,480.381050659467,.\Image\Alignment\2017\01\13\00.04.55 986\Head1.jpg,True,639.830876676196,481.661746813831,.\Image\Alignment\2017\01\13\00.04.55 986\Head2.jpg,True,639.531389658687,482.873416727277,.\Image\Alignment\2017\01\13\00.04.55 986\Head3.jpg,True,640.013353789569,480.749766258857,.\Image\Alignment\2017\01\13\00.04.55 986\Head4.jpg
2017.01.13 00:04:57 717,TFT_SIDE5.46,0,OK,-0.0009,0.0081,0.0076,-0.0003,0,0,True,640.240277004412,480.058432462773,.\Image\Alignment\2017\01\13\00.04.57 717\Head1.jpg,True,637.837209238753,481.185199425126,.\Image\Alignment\2017\01\13\00.04.57 717\Head2.jpg,True,637.962102743237,482.194922171341,.\Image\Alignment\2017\01\13\00.04.57 717\Head3.jpg,True,640.072508637345,480.044237999949,.\Image\Alignment\2017\01\13\00.04.57 717\Head4.jpg
2017.01.13 00:05:19 754,TFT_SIDE5.46,90,RETRY,-0.2113,-0.3871,-0.3881,-0.2305,0.4745,0.03975,True,754.155902507775,673.177267145568,.\Image\Alignment\2017\01\13\00.05.19 754\Head1.jpg,True,758.522205489741,621.845952006042,.\Image\Alignment\2017\01\13\00.05.19 754\Head2.jpg,True,758.207644313033,607.923841391141,.\Image\Alignment\2017\01\13\00.05.19 754\Head3.jpg,True,758.435017364553,561.339994223416,.\Image\Alignment\2017\01\13\00.05.19 754\Head4.jpg
2017.01.13 00:05:21 525,TFT_SIDE5.46,90,RETRY,-0.014,0.15,0.1492,-0.0147,0.0857,-0.00238,True,640.301018657999,498.890762831614,.\Image\Alignment\2017\01\13\00.05.21 525\Head1.jpg,True,598.258133915352,502.711954892077,.\Image\Alignment\2017\01\13\00.05.21 525\Head2.jpg,True,598.426101713726,504.287381371781,.\Image\Alignment\2017\01\13\00.05.21 525\Head3.jpg,True,640.356290230281,505.500918916381,.\Image\Alignment\2017\01\13\00.05.21 525\Head4.jpg
2017.01.13 00:05:23 393,TFT_SIDE5.46,90,RETRY,0.0014,-0.0058,-0.0055,0.0022,-0.0039,0.00029,True,640.030626236227,479.439756471007,.\Image\Alignment\2017\01\13\00.05.23 393\Head1.jpg,True,641.651957089258,480.425092220489,.\Image\Alignment\2017\01\13\00.05.23 393\Head2.jpg,True,641.56487340221,480.332561247404,.\Image\Alignment\2017\01\13\00.05.23 393\Head3.jpg,True,639.833512749958,478.630542937797,.\Image\Alignment\2017\01\13\00.05.23 393\Head4.jpg
2017.01.13 00:05:25 193,TFT_SIDE5.46,90,RETRY,-0.0008,-0.0004,-0.0002,0.0005,0.0008,-0.00011,True,640.062265332595,480.038693501145,.\Image\Alignment\2017\01\13\00.05.25 193\Head1.jpg,True,639.677853659789,481.481436132415,.\Image\Alignment\2017\01\13\00.05.25 193\Head2.jpg,True,639.618795422072,481.882668532616,.\Image\Alignment\2017\01\13\00.05.25 193\Head3.jpg,True,639.71190349631,480.332337552158,.\Image\Alignment\2017\01\13\00.05.25 193\Head4.jpg
2017.01.13 00:05:26 923,TFT_SIDE5.46,90,OK,0.0001,0.0004,0.0017,-0.0014,0,0,True,639.96909105708,480.029544014654,.\Image\Alignment\2017\01\13\00.05.26 923\Head1.jpg,True,639.900521793791,481.315647993877,.\Image\Alignment\2017\01\13\00.05.26 923\Head2.jpg,True,639.541441268999,481.314757084375,.\Image\Alignment\2017\01\13\00.05.26 923\Head3.jpg,True,640.370314416791,479.874342652928,.\Image\Alignment\2017\01\13\00.05.26 923\Head4.jpg
2017.01.13 00:06:44 006,TFT_SIDE5.46,0,RETRY,-0.1283,-0.1499,-0.1533,-0.1464,0.1334,0.06073,True,781.547987542321,603.631118985287,.\Image\Alignment\2017\01\13\00.06.44 006\Head1.jpg,True,784.910405488725,542.455741077845,.\Image\Alignment\2017\01\13\00.06.44 006\Head2.jpg,True,785.697548968109,485.528412401215,.\Image\Alignment\2017\01\13\00.06.44 006\Head3.jpg,True,786.101604505889,428.067823716144,.\Image\Alignment\2017\01\13\00.06.44 006\Head4.jpg
