DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.01.26 00:07:33 015,TFT_SIDE5.46,0,RETRY,-0.3222,-0.2553,-0.3849,-0.3971,-0.0091,0.01943,True,760.381599815487,505.679883265455,.\Image\Alignment\2017\01\26\00.07.33 015\Head1.jpg,True,761.326204569332,475.218499530855,.\Image\Alignment\2017\01\26\00.07.33 015\Head2.jpg,True,795.785858853852,446.550165747265,.\Image\Alignment\2017\01\26\00.07.33 015\Head3.jpg,True,780.047699010386,450.012805288569,.\Image\Alignment\2017\01\26\00.07.33 015\Head4.jpg
2017.01.26 00:07:34 854,TFT_SIDE5.46,0,RETRY,0.0027,-0.0727,-0.0738,0.0031,0.003,0.00059,True,640.325173494037,481.671839028089,.\Image\Alignment\2017\01\26\00.07.34 854\Head1.jpg,True,659.331112908494,482.160986014291,.\Image\Alignment\2017\01\26\00.07.34 854\Head2.jpg,True,659.577977289932,482.228494901755,.\Image\Alignment\2017\01\26\00.07.34 854\Head3.jpg,True,640.209813517494,479.947341840219,.\Image\Alignment\2017\01\26\00.07.34 854\Head4.jpg
2017.01.26 00:07:36 665,TFT_SIDE5.46,0,RETRY,-0.0006,-0.0045,-0.0023,-0.0007,0.0019,-0.00015,True,639.904495856916,480.292833408528,.\Image\Alignment\2017\01\26\00.07.36 665\Head1.jpg,True,639.471802534784,481.477223700976,.\Image\Alignment\2017\01\26\00.07.36 665\Head2.jpg,True,638.867673826867,482.417994797924,.\Image\Alignment\2017\01\26\00.07.36 665\Head3.jpg,True,639.915033420204,480.726044473672,.\Image\Alignment\2017\01\26\00.07.36 665\Head4.jpg
2017.01.26 00:07:38 452,TFT_SIDE5.46,0,OK,-0.0015,0.0054,0.0069,-0.0008,0,0,True,640.404708992329,480.145493271987,.\Image\Alignment\2017\01\26\00.07.38 452\Head1.jpg,True,638.555350813572,481.06231949228,.\Image\Alignment\2017\01\26\00.07.38 452\Head2.jpg,True,638.169948145453,481.420311821173,.\Image\Alignment\2017\01\26\00.07.38 452\Head3.jpg,True,640.203686392128,479.950153409083,.\Image\Alignment\2017\01\26\00.07.38 452\Head4.jpg
2017.01.26 00:07:57 190,TFT_SIDE5.46,90,RETRY,0.0085,-0.0263,-0.1526,-0.065,0.3034,0.00968,True,651.829132031639,577.177662047174,.\Image\Alignment\2017\01\26\00.07.57 190\Head1.jpg,True,654.108666915146,567.883335756634,.\Image\Alignment\2017\01\26\00.07.57 190\Head2.jpg,True,687.322172592485,561.537150319529,.\Image\Alignment\2017\01\26\00.07.57 190\Head3.jpg,True,670.987226714157,549.752049341792,.\Image\Alignment\2017\01\26\00.07.57 190\Head4.jpg
2017.01.26 00:07:59 041,TFT_SIDE5.46,90,RETRY,-0.0065,0.0284,0.0263,-0.0047,0.0233,-0.00144,True,639.640559014673,483.792494481132,.\Image\Alignment\2017\01\26\00.07.59 041\Head1.jpg,True,632.067510355386,486.510847670195,.\Image\Alignment\2017\01\26\00.07.59 041\Head2.jpg,True,632.591315479163,486.844090292219,.\Image\Alignment\2017\01\26\00.07.59 041\Head3.jpg,True,639.126843095062,487.830188686192,.\Image\Alignment\2017\01\26\00.07.59 041\Head4.jpg
2017.01.26 00:08:00 881,TFT_SIDE5.46,90,RETRY,0.003,-0.0034,-0.0041,0.0004,-0.0042,0.0002,True,639.482540622159,479.203664741788,.\Image\Alignment\2017\01\26\00.08.00 881\Head1.jpg,True,641.771542954443,480.23309209138,.\Image\Alignment\2017\01\26\00.08.00 881\Head2.jpg,True,641.965053025471,479.433162614934,.\Image\Alignment\2017\01\26\00.08.00 881\Head3.jpg,True,640.187359077119,478.658715224709,.\Image\Alignment\2017\01\26\00.08.00 881\Head4.jpg
2017.01.26 00:08:02 653,TFT_SIDE5.46,90,OK,-0.0004,-0.001,-0.0017,0,0,0,True,640.101133994374,480.165519568959,.\Image\Alignment\2017\01\26\00.08.02 653\Head1.jpg,True,640.269814845024,481.227163639803,.\Image\Alignment\2017\01\26\00.08.02 653\Head2.jpg,True,640.447824772228,480.697466789107,.\Image\Alignment\2017\01\26\00.08.02 653\Head3.jpg,True,640.009684592581,480.084567316256,.\Image\Alignment\2017\01\26\00.08.02 653\Head4.jpg
2017.01.26 00:11:28 880,TFT_SIDE5.46,0,RETRY,-0.3085,-0.3519,-0.4808,-0.3804,0.0814,0.025,True,766.552967296947,537.90960901603,.\Image\Alignment\2017\01\26\00.11.28 880\Head1.jpg,True,767.532234527435,510.832357487519,.\Image\Alignment\2017\01\26\00.11.28 880\Head2.jpg,True,801.59192440028,492.81027442741,.\Image\Alignment\2017\01\26\00.11.28 880\Head3.jpg,True,785.322996317599,466.039023758724,.\Image\Alignment\2017\01\26\00.11.28 880\Head4.jpg
