DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2017.02.05 00:02:30 608,TFT_SIDE5.46,0,RETRY,-0.2112,-0.332,-0.4662,-0.2959,0.3211,0.02963,True,748.786945011973,608.612279124603,.\Image\Alignment\2017\02\05\00.02.30 608\Head1.jpg,True,750.951921400364,565.571814738805,.\Image\Alignment\2017\02\05\00.02.30 608\Head2.jpg,True,786.224783615357,553.653929880641,.\Image\Alignment\2017\02\05\00.02.30 608\Head3.jpg,True,770.715570078188,522.966649332733,.\Image\Alignment\2017\02\05\00.02.30 608\Head4.jpg
2017.02.05 00:02:32 501,TFT_SIDE5.46,0,RETRY,0.0012,0.111,0.1118,0.0011,-0.0124,-1E-05,True,639.654393479839,476.683025641444,.\Image\Alignment\2017\02\05\00.02.32 501\Head1.jpg,True,610.257994041501,477.4754688542,.\Image\Alignment\2017\02\05\00.02.32 501\Head2.jpg,True,610.085349086545,477.500187491194,.\Image\Alignment\2017\02\05\00.02.32 501\Head3.jpg,True,639.699481558873,476.716915569334,.\Image\Alignment\2017\02\05\00.02.32 501\Head4.jpg
2017.02.05 00:02:34 205,TFT_SIDE5.46,0,OK,0.0006,0.0008,-0.0001,-0.0004,0,0,True,639.846570200619,480.204530118695,.\Image\Alignment\2017\02\05\00.02.34 205\Head1.jpg,True,639.783118920617,481.044751467969,.\Image\Alignment\2017\02\05\00.02.34 205\Head2.jpg,True,640.01777483566,481.425627664716,.\Image\Alignment\2017\02\05\00.02.34 205\Head3.jpg,True,640.102261065492,479.949503246281,.\Image\Alignment\2017\02\05\00.02.34 205\Head4.jpg
2017.02.05 00:02:52 756,TFT_SIDE5.46,90,RETRY,-0.2907,-0.3643,-0.4953,-0.3752,0.3905,0.01968,True,746.262761036198,617.113260174921,.\Image\Alignment\2017\02\05\00.02.52 756\Head1.jpg,True,749.142169656098,595.586090017105,.\Image\Alignment\2017\02\05\00.02.52 756\Head2.jpg,True,783.440920972216,584.810241230028,.\Image\Alignment\2017\02\05\00.02.52 756\Head3.jpg,True,767.943693574462,561.914833825656,.\Image\Alignment\2017\02\05\00.02.52 756\Head4.jpg
2017.02.05 00:02:54 622,TFT_SIDE5.46,90,RETRY,-0.0085,0.0612,0.0618,-0.0073,0.0406,-0.00146,True,640.163633504047,488.404345559404,.\Image\Alignment\2017\02\05\00.02.54 622\Head1.jpg,True,623.770782228746,491.298416821343,.\Image\Alignment\2017\02\05\00.02.54 622\Head2.jpg,True,623.568845279994,491.218987399884,.\Image\Alignment\2017\02\05\00.02.54 622\Head3.jpg,True,639.782370982613,492.471913646367,.\Image\Alignment\2017\02\05\00.02.54 622\Head4.jpg
2017.02.05 00:02:56 516,TFT_SIDE5.46,90,RETRY,0.002,-0.0053,-0.0048,0.0001,-0.0031,0.00017,True,639.724300334773,479.460451342629,.\Image\Alignment\2017\02\05\00.02.56 516\Head1.jpg,True,642.293747802252,480.680295089881,.\Image\Alignment\2017\02\05\00.02.56 516\Head2.jpg,True,642.163742337507,479.876507293017,.\Image\Alignment\2017\02\05\00.02.56 516\Head3.jpg,True,640.216028030362,478.987183345511,.\Image\Alignment\2017\02\05\00.02.56 516\Head4.jpg
2017.02.05 00:02:58 192,TFT_SIDE5.46,90,OK,-0.0004,-0.0013,-0.0026,0.0009,0,0,True,640.098705512975,480.368935766262,.\Image\Alignment\2017\02\05\00.02.58 192\Head1.jpg,True,640.33544651459,481.584164325953,.\Image\Alignment\2017\02\05\00.02.58 192\Head2.jpg,True,640.682509800664,480.839983408119,.\Image\Alignment\2017\02\05\00.02.58 192\Head3.jpg,True,639.756110944675,480.167109159241,.\Image\Alignment\2017\02\05\00.02.58 192\Head4.jpg
2017.02.05 00:09:24 574,TFT_SIDE5.46,0,RETRY,-0.212,-0.3402,-0.4739,-0.2943,0.3185,0.03739,True,762.679166062005,619.170195593571,.\Image\Alignment\2017\02\05\00.09.24 574\Head1.jpg,True,764.627088686379,568.286856091218,.\Image\Alignment\2017\02\05\00.09.24 574\Head2.jpg,True,799.77451679948,550.135343096306,.\Image\Alignment\2017\02\05\00.09.24 574\Head3.jpg,True,783.975060439698,511.094598188481,.\Image\Alignment\2017\02\05\00.09.24 574\Head4.jpg
2017.02.05 00:09:26 401,TFT_SIDE5.46,0,RETRY,0.009,0.127,0.1274,0.0085,-0.0098,0.00127,True,639.843351674496,479.220070638646,.\Image\Alignment\2017\02\05\00.09.26 401\Head1.jpg,True,608.354582060478,478.935491538806,.\Image\Alignment\2017\02\05\00.09.26 401\Head2.jpg,True,608.284263050953,477.672645009516,.\Image\Alignment\2017\02\05\00.09.26 401\Head3.jpg,True,639.982901786056,475.548006772817,.\Image\Alignment\2017\02\05\00.09.26 401\Head4.jpg
