DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.12.29 00:04:45 558,5STICK_9CELL_TFT,0,RETRY,-0.3369,-0.0448,-0.2138,-0.1804,0.1802,0.01807,True,757.956541075398,554.212720105253,.\Image\Alignment\2016\12\29\00.04.45 558\Head1.jpg,True,701.178811924236,543.817440095514,.\Image\Alignment\2016\12\29\00.04.45 558\Head2.jpg,True,745.89152389076,513.487079916379,.\Image\Alignment\2016\12\29\00.04.45 558\Head3.jpg,True,715.764330695251,502.005927763009,.\Image\Alignment\2016\12\29\00.04.45 558\Head4.jpg
2016.12.29 00:04:47 442,5STICK_9CELL_TFT,0,RETRY,0.0224,-0.0671,-0.0678,0.022,0.0179,0.00377,True,639.845249152607,490.248461924711,.\Image\Alignment\2016\12\29\00.04.47 442\Head1.jpg,True,661.269431539178,486.95189809406,.\Image\Alignment\2016\12\29\00.04.47 442\Head2.jpg,True,661.402215404793,484.887994797613,.\Image\Alignment\2016\12\29\00.04.47 442\Head3.jpg,True,639.958483172698,479.286208472936,.\Image\Alignment\2016\12\29\00.04.47 442\Head4.jpg
2016.12.29 00:04:49 148,5STICK_9CELL_TFT,0,RETRY,-0.0033,-0.0035,-0.0041,-0.0016,0.0008,0.00017,True,641.133524348096,480.456604145262,.\Image\Alignment\2016\12\29\00.04.49 148\Head1.jpg,True,638.26886242425,480.4235677348,.\Image\Alignment\2016\12\29\00.04.49 148\Head2.jpg,True,638.419627391453,482.084439042382,.\Image\Alignment\2016\12\29\00.04.49 148\Head3.jpg,True,640.689135740902,479.963913733274,.\Image\Alignment\2016\12\29\00.04.49 148\Head4.jpg
2016.12.29 00:04:50 909,5STICK_9CELL_TFT,0,RETRY,0.001,0.0118,0.0105,0.0005,0,0,True,639.723624709484,480.538035413825,.\Image\Alignment\2016\12\29\00.04.50 909\Head1.jpg,True,636.865504994429,480.999689514124,.\Image\Alignment\2016\12\29\00.04.50 909\Head2.jpg,True,637.194392457264,482.138788454351,.\Image\Alignment\2016\12\29\00.04.50 909\Head3.jpg,True,639.871888730504,480.38333764186,.\Image\Alignment\2016\12\29\00.04.50 909\Head4.jpg
2016.12.29 00:04:52 273,5STICK_9CELL_TFT,0,OK,0.0001,-0.0009,0.0008,0.0003,0,0,True,639.985509791789,480.4628437427,.\Image\Alignment\2016\12\29\00.04.52 273\Head1.jpg,True,640.236955498178,481.077043871215,.\Image\Alignment\2016\12\29\00.04.52 273\Head2.jpg,True,639.777808619492,482.241926247374,.\Image\Alignment\2016\12\29\00.04.52 273\Head3.jpg,True,639.930489304746,480.260839922512,.\Image\Alignment\2016\12\29\00.04.52 273\Head4.jpg
2016.12.29 00:05:11 554,5STICK_9CELL_TFT,90,RETRY,-0.3451,-0.1432,-0.3459,-0.2476,-0.3504,0.01864,True,759.052099554812,401.861694051218,.\Image\Alignment\2016\12\29\00.05.11 554\Head1.jpg,True,702.286440685308,380.718062043781,.\Image\Alignment\2016\12\29\00.05.11 554\Head2.jpg,True,756.43957006134,371.072360115832,.\Image\Alignment\2016\12\29\00.05.11 554\Head3.jpg,True,733.195538655856,358.389473314111,.\Image\Alignment\2016\12\29\00.05.11 554\Head4.jpg
2016.12.29 00:05:13 396,5STICK_9CELL_TFT,90,RETRY,-0.0016,0.0058,0.0034,-0.0046,0.0016,0.00013,True,640.611727447996,480.520982078172,.\Image\Alignment\2016\12\29\00.05.13 396\Head1.jpg,True,637.520844919186,481.012165945962,.\Image\Alignment\2016\12\29\00.05.13 396\Head2.jpg,True,638.143938607034,481.402293591828,.\Image\Alignment\2016\12\29\00.05.13 396\Head3.jpg,True,641.400151123052,480.230059651142,.\Image\Alignment\2016\12\29\00.05.13 396\Head4.jpg
2016.12.29 00:05:15 254,5STICK_9CELL_TFT,90,RETRY,-0.0005,0.0031,0.0052,0.0007,0,0,True,640.130489921775,479.875559890341,.\Image\Alignment\2016\12\29\00.05.15 254\Head1.jpg,True,639.183860861964,480.606258541365,.\Image\Alignment\2016\12\29\00.05.15 254\Head2.jpg,True,638.614496847571,480.989422551342,.\Image\Alignment\2016\12\29\00.05.15 254\Head3.jpg,True,639.80250828439,479.8489620952,.\Image\Alignment\2016\12\29\00.05.15 254\Head4.jpg
2016.12.29 00:05:16 592,5STICK_9CELL_TFT,90,OK,-0.0008,0.0003,-0.001,-0.0003,0,0,True,640.216386569124,479.892005806063,.\Image\Alignment\2016\12\29\00.05.16 592\Head1.jpg,True,639.932103732192,480.594887947716,.\Image\Alignment\2016\12\29\00.05.16 592\Head2.jpg,True,640.273495612474,481.027658728258,.\Image\Alignment\2016\12\29\00.05.16 592\Head3.jpg,True,640.069067413796,479.931130954279,.\Image\Alignment\2016\12\29\00.05.16 592\Head4.jpg
