DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.12.24 00:06:12 910,5STICK_9CELL_TFT,0,RETRY,-0.3483,-0.1351,-0.3147,-0.2117,0.0603,-0.00499,True,725.288539703732,488.78918187429,.\Image\Alignment\2016\12\24\00.06.12 910\Head1.jpg,True,668.634979474879,494.939435626328,.\Image\Alignment\2016\12\24\00.06.12 910\Head2.jpg,True,716.214910976406,499.732901818057,.\Image\Alignment\2016\12\24\00.06.12 910\Head3.jpg,True,688.544607591522,503.487358303939,.\Image\Alignment\2016\12\24\00.06.12 910\Head4.jpg
2016.12.24 00:06:14 671,5STICK_9CELL_TFT,0,RETRY,0.0014,-0.008,-0.004,0.0017,0.0036,0.00022,True,639.980111214839,481.271700630674,.\Image\Alignment\2016\12\24\00.06.14 671\Head1.jpg,True,641.479412145605,482.084996877238,.\Image\Alignment\2016\12\24\00.06.14 671\Head2.jpg,True,640.38490244435,482.496334114546,.\Image\Alignment\2016\12\24\00.06.14 671\Head3.jpg,True,639.87801255334,480.625297857454,.\Image\Alignment\2016\12\24\00.06.14 671\Head4.jpg
2016.12.24 00:06:16 515,5STICK_9CELL_TFT,0,RETRY,-0.0028,0.0009,-0.0006,-0.0011,0.0015,-0.00025,True,640.362708132803,480.021268683477,.\Image\Alignment\2016\12\24\00.06.16 515\Head1.jpg,True,638.727294402207,481.181337667823,.\Image\Alignment\2016\12\24\00.06.16 515\Head2.jpg,True,639.115846077857,481.829309816993,.\Image\Alignment\2016\12\24\00.06.16 515\Head3.jpg,True,639.897195796669,480.755586032568,.\Image\Alignment\2016\12\24\00.06.16 515\Head4.jpg
2016.12.24 00:06:18 249,5STICK_9CELL_TFT,0,RETRY,0.0035,-0.0025,-0.0053,-0.0006,-0.0003,0.00014,True,639.28490341328,480.120103037508,.\Image\Alignment\2016\12\24\00.06.18 249\Head1.jpg,True,639.166203432772,480.70087473788,.\Image\Alignment\2016\12\24\00.06.18 249\Head2.jpg,True,639.920706309208,481.627474581024,.\Image\Alignment\2016\12\24\00.06.18 249\Head3.jpg,True,640.375969742225,479.72084653458,.\Image\Alignment\2016\12\24\00.06.18 249\Head4.jpg
2016.12.24 00:06:20 011,5STICK_9CELL_TFT,0,RETRY,-0.0022,0.0056,0.008,0.0005,0,0,True,640.589567876883,479.911842333821,.\Image\Alignment\2016\12\24\00.06.20 011\Head1.jpg,True,638.500672389207,480.546977114069,.\Image\Alignment\2016\12\24\00.06.20 011\Head2.jpg,True,637.864764466321,481.690957931291,.\Image\Alignment\2016\12\24\00.06.20 011\Head3.jpg,True,639.858864443304,479.862003044305,.\Image\Alignment\2016\12\24\00.06.20 011\Head4.jpg
2016.12.24 00:06:21 432,5STICK_9CELL_TFT,0,OK,0,-0.0007,-0.0003,0.0009,0,0,True,640.013000028305,480.102124185723,.\Image\Alignment\2016\12\24\00.06.21 432\Head1.jpg,True,640.197381344852,480.582127650604,.\Image\Alignment\2016\12\24\00.06.21 432\Head2.jpg,True,640.066687705621,481.698182119648,.\Image\Alignment\2016\12\24\00.06.21 432\Head3.jpg,True,639.771653054403,479.936394700694,.\Image\Alignment\2016\12\24\00.06.21 432\Head4.jpg
2016.12.24 00:06:40 532,5STICK_9CELL_TFT,90,RETRY,-0.1975,0.017,-0.1959,-0.1215,-0.3834,-0.00764,True,681.534795779755,371.209502114033,.\Image\Alignment\2016\12\24\00.06.40 532\Head1.jpg,True,625.322339103247,381.486450859986,.\Image\Alignment\2016\12\24\00.06.40 532\Head2.jpg,True,682.235355304663,385.909079972306,.\Image\Alignment\2016\12\24\00.06.40 532\Head3.jpg,True,661.560892605567,389.83496009095,.\Image\Alignment\2016\12\24\00.06.40 532\Head4.jpg
2016.12.24 00:06:42 404,5STICK_9CELL_TFT,90,RETRY,-0.0061,-0.0127,-0.0115,-0.0041,-0.0002,-0.00015,True,641.409526590893,479.82838298875,.\Image\Alignment\2016\12\24\00.06.42 404\Head1.jpg,True,642.10178555908,480.940423165664,.\Image\Alignment\2016\12\24\00.06.42 404\Head2.jpg,True,641.794762639405,481.474777849039,.\Image\Alignment\2016\12\24\00.06.42 404\Head3.jpg,True,640.86878460359,480.188306510931,.\Image\Alignment\2016\12\24\00.06.42 404\Head4.jpg
2016.12.24 00:06:44 097,5STICK_9CELL_TFT,90,OK,0.0009,0.0042,0.0042,-0.0007,0,0,True,639.772088785644,479.805899071937,.\Image\Alignment\2016\12\24\00.06.44 097\Head1.jpg,True,638.880424380673,481.051892653554,.\Image\Alignment\2016\12\24\00.06.44 097\Head2.jpg,True,638.873035870349,481.291068351173,.\Image\Alignment\2016\12\24\00.06.44 097\Head3.jpg,True,640.18700147481,479.989989472718,.\Image\Alignment\2016\12\24\00.06.44 097\Head4.jpg
2016.12.24 00:17:51 918,5STICK_9CELL_TFT,0,RETRY,-0.3078,-0.1955,-0.3723,-0.1684,0.0457,0.00912,True,736.306936954327,505.358149970079,.\Image\Alignment\2016\12\24\00.17.51 918\Head1.jpg,True,679.848653820656,486.940670197008,.\Image\Alignment\2016\12\24\00.17.51 918\Head2.jpg,True,726.715989633684,494.772085134168,.\Image\Alignment\2016\12\24\00.17.51 918\Head3.jpg,True,698.895179204499,479.174923453871,.\Image\Alignment\2016\12\24\00.17.51 918\Head4.jpg
2016.12.24 00:17:53 748,5STICK_9CELL_TFT,0,RETRY,-0.0112,0.0812,0.0814,-0.0135,0.0133,-0.00238,True,639.295312959965,480.093491538193,.\Image\Alignment\2016\12\24\00.17.53 748\Head1.jpg,True,613.254960704319,483.046905234425,.\Image\Alignment\2016\12\24\00.17.53 748\Head2.jpg,True,613.206716031894,486.177800261733,.\Image\Alignment\2016\12\24\00.17.53 748\Head3.jpg,True,639.895547333389,486.99650257368,.\Image\Alignment\2016\12\24\00.17.53 748\Head4.jpg
2016.12.24 00:17:55 550,5STICK_9CELL_TFT,0,RETRY,-0.002,-0.0087,-0.0125,-0.0003,0.0032,-6E-05,True,640.427811200973,480.775628851022,.\Image\Alignment\2016\12\24\00.17.55 550\Head1.jpg,True,638.988377446311,480.701678181251,.\Image\Alignment\2016\12\24\00.17.55 550\Head2.jpg,True,639.989573969239,482.776999952759,.\Image\Alignment\2016\12\24\00.17.55 550\Head3.jpg,True,639.967102455935,480.953137502194,.\Image\Alignment\2016\12\24\00.17.55 550\Head4.jpg
2016.12.24 00:17:57 339,5STICK_9CELL_TFT,0,RETRY,0.0015,0.0022,0.0057,0.0015,-0.0018,-1E-05,True,639.59780817448,479.524328423811,.\Image\Alignment\2016\12\24\00.17.57 339\Head1.jpg,True,637.30521297028,479.925270020259,.\Image\Alignment\2016\12\24\00.17.57 339\Head2.jpg,True,636.372906479621,481.234303411733,.\Image\Alignment\2016\12\24\00.17.57 339\Head3.jpg,True,639.594574827606,479.540423293461,.\Image\Alignment\2016\12\24\00.17.57 339\Head4.jpg
2016.12.24 00:17:59 101,5STICK_9CELL_TFT,0,RETRY,-0.003,0.0084,0.0088,-0.0019,0,0,True,640.802730912695,480.154293622056,.\Image\Alignment\2016\12\24\00.17.59 101\Head1.jpg,True,637.750527755421,480.598775721262,.\Image\Alignment\2016\12\24\00.17.59 101\Head2.jpg,True,637.646084359,481.732699070749,.\Image\Alignment\2016\12\24\00.17.59 101\Head3.jpg,True,640.508989802968,479.940015043669,.\Image\Alignment\2016\12\24\00.17.59 101\Head4.jpg
2016.12.24 00:18:00 466,5STICK_9CELL_TFT,0,OK,0.0018,0.0007,-0.0014,0,0,0,True,639.523141641785,480.047554995401,.\Image\Alignment\2016\12\24\00.18.00 466\Head1.jpg,True,639.803422545792,480.53127505528,.\Image\Alignment\2016\12\24\00.18.00 466\Head2.jpg,True,640.384243449388,481.929540138569,.\Image\Alignment\2016\12\24\00.18.00 466\Head3.jpg,True,639.99603614113,480.103747146961,.\Image\Alignment\2016\12\24\00.18.00 466\Head4.jpg
2016.12.24 00:18:19 694,5STICK_9CELL_TFT,90,RETRY,-0.1982,0.0025,-0.2117,-0.1198,-0.3592,0.00376,True,698.253794756695,387.15798551829,.\Image\Alignment\2016\12\24\00.18.19 694\Head1.jpg,True,641.762352280256,384.21242422637,.\Image\Alignment\2016\12\24\00.18.19 694\Head2.jpg,True,699.019863315723,383.441937589377,.\Image\Alignment\2016\12\24\00.18.19 694\Head3.jpg,True,677.628281205543,378.770579891445,.\Image\Alignment\2016\12\24\00.18.19 694\Head4.jpg
2016.12.24 00:18:21 564,5STICK_9CELL_TFT,90,RETRY,-0.0015,0.0069,0.0107,-0.0022,0.0013,-7E-05,True,640.303210918779,480.281016249568,.\Image\Alignment\2016\12\24\00.18.21 564\Head1.jpg,True,637.446687625022,481.297001240411,.\Image\Alignment\2016\12\24\00.18.21 564\Head2.jpg,True,636.423418684442,481.58441643793,.\Image\Alignment\2016\12\24\00.18.21 564\Head3.jpg,True,640.473297405309,480.449860499044,.\Image\Alignment\2016\12\24\00.18.21 564\Head4.jpg
2016.12.24 00:18:23 338,5STICK_9CELL_TFT,90,RETRY,-0.0002,-0.0019,-0.0045,-0.001,0.0003,-0.00011,True,639.90505617848,479.978402402698,.\Image\Alignment\2016\12\24\00.18.23 338\Head1.jpg,True,639.178657413961,480.89263267013,.\Image\Alignment\2016\12\24\00.18.23 338\Head2.jpg,True,639.865758276949,481.449928973575,.\Image\Alignment\2016\12\24\00.18.23 338\Head3.jpg,True,640.113216968,480.240623028501,.\Image\Alignment\2016\12\24\00.18.23 338\Head4.jpg
2016.12.24 00:18:25 126,5STICK_9CELL_TFT,90,RETRY,0.0006,0.0043,0.0057,-0.0013,0,0,True,639.840283473974,480.105707102451,.\Image\Alignment\2016\12\24\00.18.25 126\Head1.jpg,True,638.841528116133,480.983934959105,.\Image\Alignment\2016\12\24\00.18.25 126\Head2.jpg,True,638.474287910449,481.305631855084,.\Image\Alignment\2016\12\24\00.18.25 126\Head3.jpg,True,640.348067108253,480.023121076185,.\Image\Alignment\2016\12\24\00.18.25 126\Head4.jpg
2016.12.24 00:18:26 479,5STICK_9CELL_TFT,90,OK,-0.0014,-0.0002,-0.0001,0.0025,0,0,True,640.385242841335,480.118561824453,.\Image\Alignment\2016\12\24\00.18.26 479\Head1.jpg,True,640.040144791052,480.847927583507,.\Image\Alignment\2016\12\24\00.18.26 479\Head2.jpg,True,640.036234139983,481.201434644974,.\Image\Alignment\2016\12\24\00.18.26 479\Head3.jpg,True,639.332868422076,479.922838882891,.\Image\Alignment\2016\12\24\00.18.26 479\Head4.jpg
