DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.12.02 14:35:31 332,5STICK_9CELL_TFT,0,RETRY,-0.5416,-0.589,-0.5767,-0.5364,-0.425,-0.05692,True,696.391912192342,283.831627444842,.\Image\Alignment\2016\12\02\14.35.31 332\Head1.jpg,True,700.424626866115,337.646523418937,.\Image\Alignment\2016\12\02\14.35.31 332\Head2.jpg,True,697.474967505733,397.719725134034,.\Image\Alignment\2016\12\02\14.35.31 332\Head3.jpg,True,695.168505466555,449.645309633509,.\Image\Alignment\2016\12\02\14.35.31 332\Head4.jpg
2016.12.02 14:35:33 097,5STICK_9CELL_TFT,0,RETRY,0.0006,0.0313,0.031,-0.0006,0,0,True,639.836286394622,479.99243244984,.\Image\Alignment\2016\12\02\14.35.33 097\Head1.jpg,True,631.651255569534,477.902232124825,.\Image\Alignment\2016\12\02\14.35.33 097\Head2.jpg,True,631.730283076036,482.58911456083,.\Image\Alignment\2016\12\02\14.35.33 097\Head3.jpg,True,640.164730203193,479.989564453783,.\Image\Alignment\2016\12\02\14.35.33 097\Head4.jpg
2016.12.02 14:35:34 464,5STICK_9CELL_TFT,0,OK,0.0002,0.0003,0,0.0009,0,0,True,639.957466303609,480.133553415007,.\Image\Alignment\2016\12\02\14.35.34 464\Head1.jpg,True,639.917589027665,477.743412299216,.\Image\Alignment\2016\12\02\14.35.34 464\Head2.jpg,True,639.998503214522,482.598706379412,.\Image\Alignment\2016\12\02\14.35.34 464\Head3.jpg,True,639.770048842866,479.893697315689,.\Image\Alignment\2016\12\02\14.35.34 464\Head4.jpg
2016.12.02 14:37:15 826,5STICK_9CELL_TFT,0,RETRY,-0.5416,-0.5891,-0.5775,-0.5369,-0.2459,-0.05685,True,696.529291922838,331.726676499698,.\Image\Alignment\2016\12\02\14.37.15 826\Head1.jpg,True,700.510190710217,385.208606280455,.\Image\Alignment\2016\12\02\14.37.15 826\Head2.jpg,True,697.559986357013,445.236506376636,.\Image\Alignment\2016\12\02\14.37.15 826\Head3.jpg,True,695.225862585581,497.163978772732,.\Image\Alignment\2016\12\02\14.37.15 826\Head4.jpg
2016.12.02 14:37:17 723,5STICK_9CELL_TFT,0,RETRY,0.0014,0.0311,0.0321,0.0001,0,0,True,639.620742678241,479.490531352389,.\Image\Alignment\2016\12\02\14.37.17 723\Head1.jpg,True,631.709510275464,477.385160118871,.\Image\Alignment\2016\12\02\14.37.17 723\Head2.jpg,True,631.433639969978,482.232761854326,.\Image\Alignment\2016\12\02\14.37.17 723\Head3.jpg,True,639.974702409082,479.672321219129,.\Image\Alignment\2016\12\02\14.37.17 723\Head4.jpg
2016.12.02 14:37:19 159,5STICK_9CELL_TFT,0,OK,-0.0015,-0.0003,-0.0009,-0.0001,0,0,True,640.410355710301,479.703009329238,.\Image\Alignment\2016\12\02\14.37.19 159\Head1.jpg,True,640.078703347711,477.441740355892,.\Image\Alignment\2016\12\02\14.37.19 159\Head2.jpg,True,640.23126430171,482.388949247909,.\Image\Alignment\2016\12\02\14.37.19 159\Head3.jpg,True,640.016385314559,479.837573268262,.\Image\Alignment\2016\12\02\14.37.19 159\Head4.jpg
2016.12.02 14:44:12 345,5STICK_9CELL_TFT,90,RETRY,-0.4247,-0.167,-0.2197,0.2633,0.7289,-0.03117,True,708.339541872298,610.024941000235,.\Image\Alignment\2016\12\02\14.44.12 345\Head1.jpg,True,650.765227863336,660.846533409062,.\Image\Alignment\2016\12\02\14.44.12 345\Head2.jpg,True,663.960221447651,691.82549706925,.\Image\Alignment\2016\12\02\14.44.12 345\Head3.jpg,True,523.916999233027,715.778630379399,.\Image\Alignment\2016\12\02\14.44.12 345\Head4.jpg
2016.12.02 14:44:14 229,5STICK_9CELL_TFT,90,RETRY,-0.0516,-0.0904,-0.0903,-0.0513,-0.0694,-0.00973,True,639.671780626424,441.401648413281,.\Image\Alignment\2016\12\02\14.44.14 229\Head1.jpg,True,650.781015732745,456.309539904606,.\Image\Alignment\2016\12\02\14.44.14 229\Head2.jpg,True,650.792666364375,468.480301513834,.\Image\Alignment\2016\12\02\14.44.14 229\Head3.jpg,True,639.631092720014,474.779929357489,.\Image\Alignment\2016\12\02\14.44.14 229\Head4.jpg
2016.12.02 14:44:16 034,5STICK_9CELL_TFT,90,RETRY,-0.016,-0.0275,-0.0278,-0.015,-0.0221,-0.00317,True,639.672358588803,467.542078309083,.\Image\Alignment\2016\12\02\14.44.16 034\Head1.jpg,True,640.296963524291,471.25615851793,.\Image\Alignment\2016\12\02\14.44.16 034\Head2.jpg,True,640.39481408557,477.688725322184,.\Image\Alignment\2016\12\02\14.44.16 034\Head3.jpg,True,639.411154253045,478.430624690043,.\Image\Alignment\2016\12\02\14.44.16 034\Head4.jpg
