DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.12.03 00:01:44 162,5STICK_9CELL_TFT,0,RETRY,-0.0033,-0.0357,-0.048,-0.0156,-0.1202,0.0116,True,658.827634495407,464.724832913347,.\Image\Alignment\2016\12\03\00.01.44 162\Head1.jpg,True,658.766965175545,452.151205463344,.\Image\Alignment\2016\12\03\00.01.44 162\Head2.jpg,True,662.134901773207,446.455801259999,.\Image\Alignment\2016\12\03\00.01.44 162\Head3.jpg,True,662.258545493994,431.28931337614,.\Image\Alignment\2016\12\03\00.01.44 162\Head4.jpg
2016.12.03 00:01:45 984,5STICK_9CELL_TFT,0,RETRY,0.0009,0.0019,0.0012,-0.0005,0.0047,-0.00054,True,638.927140661248,480.466024468527,.\Image\Alignment\2016\12\03\00.01.45 984\Head1.jpg,True,630.262117257289,479.067616646904,.\Image\Alignment\2016\12\03\00.01.45 984\Head2.jpg,True,630.441612692566,484.790540541281,.\Image\Alignment\2016\12\03\00.01.45 984\Head3.jpg,True,639.283078340155,482.038147609169,.\Image\Alignment\2016\12\03\00.01.45 984\Head4.jpg
2016.12.03 00:01:47 833,5STICK_9CELL_TFT,0,RETRY,-0.0007,0.0304,0.0306,0.0006,0,0,True,640.182827888093,480.519483696702,.\Image\Alignment\2016\12\03\00.01.47 833\Head1.jpg,True,631.898526971767,477.959701994147,.\Image\Alignment\2016\12\03\00.01.47 833\Head2.jpg,True,631.844658321628,483.167296547213,.\Image\Alignment\2016\12\03\00.01.47 833\Head3.jpg,True,639.831945017877,479.816319967208,.\Image\Alignment\2016\12\03\00.01.47 833\Head4.jpg
2016.12.03 00:01:49 219,5STICK_9CELL_TFT,0,OK,-0.002,0.0006,-0.0018,-0.0023,0,0,True,640.521524444992,480.268768310368,.\Image\Alignment\2016\12\03\00.01.49 219\Head1.jpg,True,639.840301445628,478.03766221997,.\Image\Alignment\2016\12\03\00.01.49 219\Head2.jpg,True,640.492054663328,483.538464581285,.\Image\Alignment\2016\12\03\00.01.49 219\Head3.jpg,True,640.617193805164,480.439226075939,.\Image\Alignment\2016\12\03\00.01.49 219\Head4.jpg
2016.12.03 00:02:10 644,5STICK_9CELL_TFT,90,RETRY,0.1116,0.0757,0.061,0.0964,-0.0383,0.00793,True,621.7100615678,486.156014220918,.\Image\Alignment\2016\12\03\00.02.10 644\Head1.jpg,True,621.971023843405,470.196882973215,.\Image\Alignment\2016\12\03\00.02.10 644\Head2.jpg,True,625.933663580874,468.23361500331,.\Image\Alignment\2016\12\03\00.02.10 644\Head3.jpg,True,625.901178096953,458.952221402246,.\Image\Alignment\2016\12\03\00.02.10 644\Head4.jpg
2016.12.03 00:02:12 495,5STICK_9CELL_TFT,90,RETRY,0.0134,0.0277,0.0271,0.0138,0.0217,0.00219,True,639.592625978975,490.305650017539,.\Image\Alignment\2016\12\03\00.02.12 495\Head1.jpg,True,630.375164406753,485.398267507851,.\Image\Alignment\2016\12\03\00.02.12 495\Head2.jpg,True,630.512350358368,487.442795031198,.\Image\Alignment\2016\12\03\00.02.12 495\Head3.jpg,True,639.463424387301,482.787392329036,.\Image\Alignment\2016\12\03\00.02.12 495\Head4.jpg
2016.12.03 00:02:14 277,5STICK_9CELL_TFT,90,RETRY,0.0024,0.0059,0.0067,0.0031,0.004,0.00067,True,640.333761501019,482.445544419505,.\Image\Alignment\2016\12\03\00.02.14 277\Head1.jpg,True,634.452953807353,480.0204527445,.\Image\Alignment\2016\12\03\00.02.14 277\Head2.jpg,True,634.21806467298,483.654305593864,.\Image\Alignment\2016\12\03\00.02.14 277\Head3.jpg,True,640.151575061016,480.153329715527,.\Image\Alignment\2016\12\03\00.02.14 277\Head4.jpg
2016.12.03 00:02:16 044,5STICK_9CELL_TFT,90,RETRY,-0.0002,0.0192,0.0185,0.0001,0,0,True,640.063298652803,481.121097472085,.\Image\Alignment\2016\12\03\00.02.16 044\Head1.jpg,True,634.880812696357,479.418397049186,.\Image\Alignment\2016\12\03\00.02.16 044\Head2.jpg,True,635.065849906765,482.947721750463,.\Image\Alignment\2016\12\03\00.02.16 044\Head3.jpg,True,639.977329614025,479.95239407347,.\Image\Alignment\2016\12\03\00.02.16 044\Head4.jpg
2016.12.03 00:02:17 484,5STICK_9CELL_TFT,90,OK,-0.0003,-0.001,-0.0007,-0.0001,0,0,True,640.082164062175,481.06853490278,.\Image\Alignment\2016\12\03\00.02.17 484\Head1.jpg,True,640.270921840628,479.249121568242,.\Image\Alignment\2016\12\03\00.02.17 484\Head2.jpg,True,640.186472861376,483.073705602851,.\Image\Alignment\2016\12\03\00.02.17 484\Head3.jpg,True,640.030002108888,479.976919596726,.\Image\Alignment\2016\12\03\00.02.17 484\Head4.jpg
