DATETIME,RECIPE,ANGLE,RESULT,MOVEMENT_HEAD1_X,MOVEMENT_HEAD2_X,MOVEMENT_HEAD3_X,MOVEMENT_HEAD4_X,MOVEMENT_Y,MOVEMENT_T,HEAD1_RESULT,HEAD1_PIXEL_X,HEAD1_PIXEL_Y,HEAD1_FILE,HEAD2_RESULT,HEAD2_PIXEL_X,HEAD2_PIXEL_Y,HEAD2_FILE,HEAD3_RESULT,HEAD3_PIXEL_X,HEAD3_PIXEL_Y,HEAD3_FILE,HEAD4_RESULT,HEAD4_PIXEL_X,HEAD4_PIXEL_Y,HEAD4_FILE
STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING,BOOL,DOUBLE,DOUBLE,STRING
2016.12.27 00:11:11 556,5STICK_9CELL_TFT,0,RETRY,-0.1524,0.0488,-0.1287,-0.0092,0.1021,0.0063,True,690.469764966518,516.33081637502,.\Image\Alignment\2016\12\27\00.11.11 556\Head1.jpg,True,633.943211366637,510.141352728901,.\Image\Alignment\2016\12\27\00.11.11 556\Head2.jpg,True,680.976671306703,505.971912094161,.\Image\Alignment\2016\12\27\00.11.11 556\Head3.jpg,True,652.093752244897,498.03660303583,.\Image\Alignment\2016\12\27\00.11.11 556\Head4.jpg
2016.12.27 00:11:13 370,5STICK_9CELL_TFT,0,RETRY,0.0018,0.0012,0.0043,0.002,0.0006,-0.00035,True,638.980950642767,479.664509158011,.\Image\Alignment\2016\12\27\00.11.13 370\Head1.jpg,True,636.937460495402,480.656353428749,.\Image\Alignment\2016\12\27\00.11.13 370\Head2.jpg,True,636.112410531847,482.359372050567,.\Image\Alignment\2016\12\27\00.11.13 370\Head3.jpg,True,638.924958913385,480.664291214971,.\Image\Alignment\2016\12\27\00.11.13 370\Head4.jpg
2016.12.27 00:11:15 022,5STICK_9CELL_TFT,0,RETRY,-0.0014,0.0093,0.008,-0.0004,0,0,True,640.379660926725,480.305250670778,.\Image\Alignment\2016\12\27\00.11.15 022\Head1.jpg,True,637.507075375918,480.786451784082,.\Image\Alignment\2016\12\27\00.11.15 022\Head2.jpg,True,637.872625907513,482.181535480767,.\Image\Alignment\2016\12\27\00.11.15 022\Head3.jpg,True,640.115987824585,480.114136240349,.\Image\Alignment\2016\12\27\00.11.15 022\Head4.jpg
2016.12.27 00:11:16 428,5STICK_9CELL_TFT,0,OK,0.0016,-0.0001,0,0,0,0,True,639.58100258002,480.37885792854,.\Image\Alignment\2016\12\27\00.11.16 428\Head1.jpg,True,640.024907134988,480.70747938125,.\Image\Alignment\2016\12\27\00.11.16 428\Head2.jpg,True,639.992842352694,482.228433381467,.\Image\Alignment\2016\12\27\00.11.16 428\Head3.jpg,True,640.009459694567,480.042108348322,.\Image\Alignment\2016\12\27\00.11.16 428\Head4.jpg
2016.12.27 00:11:40 275,5STICK_9CELL_TFT,90,RETRY,-0.2475,-0.0635,-0.2738,-0.1656,-0.1842,0.00305,True,710.426686466177,433.296029867967,.\Image\Alignment\2016\12\27\00.11.40 275\Head1.jpg,True,654.042261501976,428.302045296546,.\Image\Alignment\2016\12\27\00.11.40 275\Head2.jpg,True,710.079328662299,429.775355322092,.\Image\Alignment\2016\12\27\00.11.40 275\Head3.jpg,True,688.60618341409,426.474865454769,.\Image\Alignment\2016\12\27\00.11.40 275\Head4.jpg
2016.12.27 00:11:42 171,5STICK_9CELL_TFT,90,RETRY,0.0006,0.0249,0.0259,0,-0.0083,-5E-05,True,639.760299859733,477.737246453032,.\Image\Alignment\2016\12\27\00.11.42 171\Head1.jpg,True,632.716586370645,479.083198374693,.\Image\Alignment\2016\12\27\00.11.42 171\Head2.jpg,True,632.471577680136,479.32797040682,.\Image\Alignment\2016\12\27\00.11.42 171\Head3.jpg,True,639.915012939746,477.875338779063,.\Image\Alignment\2016\12\27\00.11.42 171\Head4.jpg
2016.12.27 00:11:43 945,5STICK_9CELL_TFT,90,OK,0.0003,0.0021,0.0011,-0.0001,0,0,True,639.91385630219,480.460045862001,.\Image\Alignment\2016\12\27\00.11.43 945\Head1.jpg,True,639.451923524515,481.431328562496,.\Image\Alignment\2016\12\27\00.11.43 945\Head2.jpg,True,639.69560045636,481.868864362014,.\Image\Alignment\2016\12\27\00.11.43 945\Head3.jpg,True,640.025503961671,480.427302956864,.\Image\Alignment\2016\12\27\00.11.43 945\Head4.jpg
2016.12.27 00:12:51 210,5STICK_9CELL_TFT,0,RETRY,-0.3774,-0.1883,-0.3603,-0.2367,0.0599,-0.00142,True,738.605198077772,493.846374353033,.\Image\Alignment\2016\12\27\00.12.51 210\Head1.jpg,True,683.746762493772,494.398866632675,.\Image\Alignment\2016\12\27\00.12.51 210\Head2.jpg,True,729.327693193097,498.619213148488,.\Image\Alignment\2016\12\27\00.12.51 210\Head3.jpg,True,700.746530420356,498.228859447456,.\Image\Alignment\2016\12\27\00.12.51 210\Head4.jpg
2016.12.27 00:12:53 064,5STICK_9CELL_TFT,0,RETRY,-0.0032,0.0165,0.0124,-0.0034,0,0,True,640.850793758077,480.335699689965,.\Image\Alignment\2016\12\27\00.12.53 064\Head1.jpg,True,635.611721174919,480.116148577665,.\Image\Alignment\2016\12\27\00.12.53 064\Head2.jpg,True,636.699442313061,482.088550984421,.\Image\Alignment\2016\12\27\00.12.53 064\Head3.jpg,True,640.902941055676,480.06431760281,.\Image\Alignment\2016\12\27\00.12.53 064\Head4.jpg
